Game_Date,Home_Team,Away_Team,Halftime_Score_Home,Halftime_Score_Away,Final_Score_Home,Final_Score_Away,Game_URL
"10:30 PM, November 19, 2022",LAC,SAS,64,48,119,97,https://www.basketball-reference.com/boxscores/202211190LAC.html
"7:30 PM, November 19, 2022",PHI,MIN,51,63,109,112,https://www.basketball-reference.com/boxscores/202211190PHI.html
"10:00 PM, November 19, 2022",POR,UTA,51,58,113,118,https://www.basketball-reference.com/boxscores/202211190POR.html
"7:00 PM, November 20, 2022",BRK,MEM,57,62,127,115,https://www.basketball-reference.com/boxscores/202211200BRK.html
"7:00 PM, November 20, 2022",CLE,MIA,59,42,113,87,https://www.basketball-reference.com/boxscores/202211200CLE.html
"7:30 PM, November 20, 2022",DAL,DEN,56,55,97,98,https://www.basketball-reference.com/boxscores/202211200DAL.html
"7:00 PM, November 20, 2022",HOU,GSW,65,61,120,127,https://www.basketball-reference.com/boxscores/202211200HOU.html
"9:30 PM, November 20, 2022",LAL,SAS,66,48,123,92,https://www.basketball-reference.com/boxscores/202211200LAL.html
"3:30 PM, November 20, 2022",PHO,NYK,55,53,116,95,https://www.basketball-reference.com/boxscores/202211200PHO.html
"6:00 PM, November 20, 2022",SAC,DET,68,70,137,129,https://www.basketball-reference.com/boxscores/202211200SAC.html
"6:00 PM, November 20, 2022",WAS,CHO,59,55,106,102,https://www.basketball-reference.com/boxscores/202211200WAS.html
"8:00 PM, November 21, 2022",CHI,BOS,63,50,121,107,https://www.basketball-reference.com/boxscores/202211210CHI.html
"7:00 PM, November 21, 2022",CLE,ATL,64,59,114,102,https://www.basketball-reference.com/boxscores/202211210CLE.html
"7:00 PM, November 21, 2022",IND,ORL,54,45,123,102,https://www.basketball-reference.com/boxscores/202211210IND.html
"10:30 PM, November 21, 2022",LAC,UTA,66,56,121,114,https://www.basketball-reference.com/boxscores/202211210LAC.html
"8:00 PM, November 21, 2022",MIL,POR,63,61,119,111,https://www.basketball-reference.com/boxscores/202211210MIL.html
"8:00 PM, November 21, 2022",MIN,MIA,47,60,105,101,https://www.basketball-reference.com/boxscores/202211210MIN.html
"8:00 PM, November 21, 2022",NOP,GSW,65,41,128,83,https://www.basketball-reference.com/boxscores/202211210NOP.html
"8:00 PM, November 21, 2022",OKC,NYK,58,69,119,129,https://www.basketball-reference.com/boxscores/202211210OKC.html
"9:00 PM, November 22, 2022",DEN,DET,57,58,108,110,https://www.basketball-reference.com/boxscores/202211220DEN.html
"8:00 PM, November 22, 2022",MEM,SAC,59,64,109,113,https://www.basketball-reference.com/boxscores/202211220MEM.html
"7:30 PM, November 22, 2022",PHI,BRK,63,57,115,106,https://www.basketball-reference.com/boxscores/202211220PHI.html
"10:00 PM, November 22, 2022",PHO,LAL,53,55,115,105,https://www.basketball-reference.com/boxscores/202211220PHO.html
"7:30 PM, November 23, 2022",ATL,SAC,72,57,115,106,https://www.basketball-reference.com/boxscores/202211230ATL.html
"7:30 PM, November 23, 2022",BOS,DAL,70,49,125,112,https://www.basketball-reference.com/boxscores/202211230BOS.html
"7:00 PM, November 23, 2022",CHO,PHI,53,54,107,101,https://www.basketball-reference.com/boxscores/202211230CHO.html
"7:00 PM, November 23, 2022",CLE,POR,57,48,114,96,https://www.basketball-reference.com/boxscores/202211230CLE.html
"10:00 PM, November 23, 2022",GSW,LAC,66,47,124,107,https://www.basketball-reference.com/boxscores/202211230GSW.html
"7:00 PM, November 23, 2022",IND,MIN,48,53,101,115,https://www.basketball-reference.com/boxscores/202211230IND.html
"7:30 PM, November 23, 2022",MIA,WAS,60,43,113,105,https://www.basketball-reference.com/boxscores/202211230MIA.html
"8:00 PM, November 23, 2022",MIL,CHI,62,61,113,118,https://www.basketball-reference.com/boxscores/202211230MIL.html
"8:00 PM, November 23, 2022",OKC,DEN,63,69,126,131,https://www.basketball-reference.com/boxscores/202211230OKC.html
"8:00 PM, November 23, 2022",SAS,NOP,47,66,110,129,https://www.basketball-reference.com/boxscores/202211230SAS.html
"7:30 PM, November 23, 2022",TOR,BRK,51,52,98,112,https://www.basketball-reference.com/boxscores/202211230TOR.html
"9:00 PM, November 23, 2022",UTA,DET,54,66,116,125,https://www.basketball-reference.com/boxscores/202211230UTA.html
"8:00 PM, November 25, 2022",BOS,SAC,64,62,122,104,https://www.basketball-reference.com/boxscores/202211250BOS.html
"5:00 PM, November 25, 2022",CHO,MIN,52,62,110,108,https://www.basketball-reference.com/boxscores/202211250CHO.html
"10:00 PM, November 25, 2022",GSW,UTA,59,51,129,118,https://www.basketball-reference.com/boxscores/202211250GSW.html
"8:00 PM, November 25, 2022",HOU,ATL,69,72,128,122,https://www.basketball-reference.com/boxscores/202211250HOU.html
"8:00 PM, November 25, 2022",IND,BRK,57,65,128,117,https://www.basketball-reference.com/boxscores/202211250IND.html
"10:30 PM, November 25, 2022",LAC,DEN,52,64,104,114,https://www.basketball-reference.com/boxscores/202211250LAC.html
"8:00 PM, November 25, 2022",MEM,NOP,68,48,132,111,https://www.basketball-reference.com/boxscores/202211250MEM.html
"8:00 PM, November 25, 2022",MIA,WAS,56,59,110,107,https://www.basketball-reference.com/boxscores/202211250MIA.html
"8:00 PM, November 25, 2022",MIL,CLE,52,63,117,102,https://www.basketball-reference.com/boxscores/202211250MIL.html
"7:30 PM, November 25, 2022",NYK,POR,61,62,129,132,https://www.basketball-reference.com/boxscores/202211250NYK.html
"8:00 PM, November 25, 2022",OKC,CHI,59,59,123,119,https://www.basketball-reference.com/boxscores/202211250OKC.html
"7:00 PM, November 25, 2022",ORL,PHI,56,52,99,107,https://www.basketball-reference.com/boxscores/202211250ORL.html
"9:00 PM, November 25, 2022",PHO,DET,53,54,108,102,https://www.basketball-reference.com/boxscores/202211250PHO.html
"8:00 PM, November 25, 2022",SAS,LAL,41,59,94,105,https://www.basketball-reference.com/boxscores/202211250SAS.html
"8:00 PM, November 26, 2022",HOU,OKC,65,44,118,105,https://www.basketball-reference.com/boxscores/202211260HOU.html
"9:00 PM, November 26, 2022",PHO,UTA,51,54,113,112,https://www.basketball-reference.com/boxscores/202211260PHO.html
"8:00 PM, November 26, 2022",SAS,LAL,68,70,138,143,https://www.basketball-reference.com/boxscores/202211260SAS.html
"5:00 PM, November 26, 2022",TOR,DAL,54,52,105,100,https://www.basketball-reference.com/boxscores/202211260TOR.html
"5:00 PM, November 27, 2022",ATL,MIA,60,51,98,106,https://www.basketball-reference.com/boxscores/202211270ATL.html
"6:00 PM, November 27, 2022",BOS,WAS,72,55,130,121,https://www.basketball-reference.com/boxscores/202211270BOS.html
"3:00 PM, November 27, 2022",BRK,POR,58,57,111,97,https://www.basketball-reference.com/boxscores/202211270BRK.html
"6:00 PM, November 27, 2022",DET,CLE,56,51,94,102,https://www.basketball-reference.com/boxscores/202211270DET.html
"4:00 PM, November 27, 2022",LAC,IND,59,57,114,100,https://www.basketball-reference.com/boxscores/202211270LAC.html
"8:00 PM, November 27, 2022",MIL,DAL,73,62,124,115,https://www.basketball-reference.com/boxscores/202211270MIL.html
"3:30 PM, November 27, 2022",MIN,GSW,56,76,114,137,https://www.basketball-reference.com/boxscores/202211270MIN.html
"6:00 PM, November 27, 2022",NYK,MEM,52,54,123,127,https://www.basketball-reference.com/boxscores/202211270NYK.html
"6:00 PM, November 27, 2022",ORL,PHI,45,67,103,133,https://www.basketball-reference.com/boxscores/202211270ORL.html
"7:30 PM, November 28, 2022",BOS,CHO,78,55,140,105,https://www.basketball-reference.com/boxscores/202211280BOS.html
"7:30 PM, November 28, 2022",BRK,ORL,52,51,109,102,https://www.basketball-reference.com/boxscores/202211280BRK.html
"9:00 PM, November 28, 2022",DEN,HOU,70,68,129,113,https://www.basketball-reference.com/boxscores/202211280DEN.html
"10:30 PM, November 28, 2022",LAL,IND,62,56,115,116,https://www.basketball-reference.com/boxscores/202211280LAL.html
"8:00 PM, November 28, 2022",NOP,OKC,56,50,105,101,https://www.basketball-reference.com/boxscores/202211280NOP.html
"7:00 PM, November 28, 2022",PHI,ATL,51,55,104,101,https://www.basketball-reference.com/boxscores/202211280PHI.html
"10:00 PM, November 28, 2022",SAC,PHO,64,63,117,122,https://www.basketball-reference.com/boxscores/202211280SAC.html
"7:30 PM, November 28, 2022",TOR,CLE,52,43,100,88,https://www.basketball-reference.com/boxscores/202211280TOR.html
"9:00 PM, November 28, 2022",UTA,CHI,60,53,107,114,https://www.basketball-reference.com/boxscores/202211280UTA.html
"7:00 PM, November 28, 2022",WAS,MIN,77,58,142,127,https://www.basketball-reference.com/boxscores/202211280WAS.html
"7:30 PM, November 29, 2022",DAL,GSW,55,54,116,113,https://www.basketball-reference.com/boxscores/202211290DAL.html
"7:00 PM, November 29, 2022",DET,NYK,56,70,110,140,https://www.basketball-reference.com/boxscores/202211290DET.html
"10:00 PM, November 29, 2022",POR,LAC,61,53,112,118,https://www.basketball-reference.com/boxscores/202211290POR.html
"7:30 PM, November 30, 2022",BOS,MIA,68,60,134,121,https://www.basketball-reference.com/boxscores/202211300BOS.html
"7:30 PM, November 30, 2022",BRK,WAS,57,53,113,107,https://www.basketball-reference.com/boxscores/202211300BRK.html
"7:00 PM, November 30, 2022",CLE,PHI,69,48,113,85,https://www.basketball-reference.com/boxscores/202211300CLE.html
"9:00 PM, November 30, 2022",DEN,HOU,74,47,120,100,https://www.basketball-reference.com/boxscores/202211300DEN.html
"10:30 PM, November 30, 2022",LAL,POR,66,62,128,109,https://www.basketball-reference.com/boxscores/202211300LAL.html
"8:00 PM, November 30, 2022",MIN,MEM,44,48,109,101,https://www.basketball-reference.com/boxscores/202211300MIN.html
"8:00 PM, November 30, 2022",NOP,TOR,74,47,126,108,https://www.basketball-reference.com/boxscores/202211300NOP.html
"7:30 PM, November 30, 2022",NYK,MIL,45,47,103,109,https://www.basketball-reference.com/boxscores/202211300NYK.html
"8:00 PM, November 30, 2022",OKC,SAS,60,77,119,111,https://www.basketball-reference.com/boxscores/202211300OKC.html
"7:00 PM, November 30, 2022",ORL,ATL,50,70,108,125,https://www.basketball-reference.com/boxscores/202211300ORL.html
"9:00 PM, November 30, 2022",PHO,CHI,64,43,132,113,https://www.basketball-reference.com/boxscores/202211300PHO.html
"10:00 PM, November 30, 2022",SAC,IND,62,48,137,114,https://www.basketball-reference.com/boxscores/202211300SAC.html
"9:00 PM, November 30, 2022",UTA,LAC,58,60,125,112,https://www.basketball-reference.com/boxscores/202211300UTA.html
"7:00 PM, December 1, 2022",DET,DAL,61,60,131,125,https://www.basketball-reference.com/boxscores/202212010DET.html
"7:30 PM, December 2, 2022",ATL,DEN,60,46,117,109,https://www.basketball-reference.com/boxscores/202212020ATL.html
"7:30 PM, December 2, 2022",BOS,MIA,62,59,116,120,https://www.basketball-reference.com/boxscores/202212020BOS.html
"7:30 PM, December 2, 2022",BRK,TOR,72,49,114,105,https://www.basketball-reference.com/boxscores/202212020BRK.html
"7:00 PM, December 2, 2022",CHO,WAS,74,59,117,116,https://www.basketball-reference.com/boxscores/202212020CHO.html
"7:30 PM, December 2, 2022",CLE,ORL,54,47,107,96,https://www.basketball-reference.com/boxscores/202212020CLE.html
"10:00 PM, December 2, 2022",GSW,CHI,63,52,119,111,https://www.basketball-reference.com/boxscores/202212020GSW.html
"8:00 PM, December 2, 2022",MEM,PHI,64,54,117,109,https://www.basketball-reference.com/boxscores/202212020MEM.html
"7:30 PM, December 2, 2022",MIL,LAL,58,66,129,133,https://www.basketball-reference.com/boxscores/202212020MIL.html
"9:00 PM, December 2, 2022",PHO,HOU,64,57,121,122,https://www.basketball-reference.com/boxscores/202212020PHO.html
"8:00 PM, December 2, 2022",SAS,NOP,52,49,99,117,https://www.basketball-reference.com/boxscores/202212020SAS.html
"9:00 PM, December 2, 2022",UTA,IND,75,59,139,119,https://www.basketball-reference.com/boxscores/202212020UTA.html
"6:00 PM, December 3, 2022",CHO,MIL,45,56,96,105,https://www.basketball-reference.com/boxscores/202212030CHO.html
"8:30 PM, December 3, 2022",GSW,HOU,68,52,120,101,https://www.basketball-reference.com/boxscores/202212030GSW.html
"4:00 PM, December 3, 2022",LAC,SAC,38,60,96,123,https://www.basketball-reference.com/boxscores/202212030LAC.html
"8:00 PM, December 3, 2022",MIN,OKC,57,63,128,135,https://www.basketball-reference.com/boxscores/202212030MIN.html
"12:30 PM, December 3, 2022",NYK,DAL,59,52,100,121,https://www.basketball-reference.com/boxscores/202212030NYK.html
"8:00 PM, December 3, 2022",TOR,ORL,64,48,121,108,https://www.basketball-reference.com/boxscores/202212030TOR.html
"9:00 PM, December 3, 2022",UTA,POR,60,69,111,116,https://www.basketball-reference.com/boxscores/202212030UTA.html
"6:00 PM, December 4, 2022",BRK,BOS,50,62,92,103,https://www.basketball-reference.com/boxscores/202212040BRK.html
"6:00 PM, December 4, 2022",DET,MEM,57,69,112,122,https://www.basketball-reference.com/boxscores/202212040DET.html
"3:30 PM, December 4, 2022",NOP,DEN,59,60,121,106,https://www.basketball-reference.com/boxscores/202212040NOP.html
"6:00 PM, December 4, 2022",NYK,CLE,46,43,92,81,https://www.basketball-reference.com/boxscores/202212040NYK.html
"9:00 PM, December 4, 2022",POR,IND,54,49,116,100,https://www.basketball-reference.com/boxscores/202212040POR.html
"6:00 PM, December 4, 2022",SAC,CHI,62,47,110,101,https://www.basketball-reference.com/boxscores/202212040SAC.html
"4:00 PM, December 4, 2022",SAS,PHO,41,71,95,133,https://www.basketball-reference.com/boxscores/202212040SAS.html
"6:00 PM, December 4, 2022",WAS,LAL,50,68,119,130,https://www.basketball-reference.com/boxscores/202212040WAS.html
"7:30 PM, December 5, 2022",ATL,OKC,59,54,114,121,https://www.basketball-reference.com/boxscores/202212050ATL.html
"7:00 PM, December 5, 2022",CHO,LAC,54,63,117,119,https://www.basketball-reference.com/boxscores/202212050CHO.html
"8:30 PM, December 5, 2022",DAL,PHO,67,41,130,111,https://www.basketball-reference.com/boxscores/202212050DAL.html
"10:00 PM, December 5, 2022",GSW,IND,50,59,104,112,https://www.basketball-reference.com/boxscores/202212050GSW.html
"8:00 PM, December 5, 2022",HOU,PHI,56,55,132,123,https://www.basketball-reference.com/boxscores/202212050HOU.html
"8:00 PM, December 5, 2022",MEM,MIA,58,51,101,93,https://www.basketball-reference.com/boxscores/202212050MEM.html
"7:00 PM, December 5, 2022",ORL,MIL,45,56,102,109,https://www.basketball-reference.com/boxscores/202212050ORL.html
"7:30 PM, December 5, 2022",TOR,BOS,62,56,110,116,https://www.basketball-reference.com/boxscores/202212050TOR.html
"7:30 PM, December 6, 2022",CLE,LAL,57,49,116,102,https://www.basketball-reference.com/boxscores/202212060CLE.html
"10:00 PM, December 6, 2022",DEN,DAL,58,64,115,116,https://www.basketball-reference.com/boxscores/202212060DEN.html
"7:30 PM, December 6, 2022",MIA,DET,50,47,96,116,https://www.basketball-reference.com/boxscores/202212060MIA.html
"7:30 PM, December 7, 2022",BRK,CHO,73,55,122,116,https://www.basketball-reference.com/boxscores/202212070BRK.html
"8:00 PM, December 7, 2022",CHI,WAS,52,49,115,111,https://www.basketball-reference.com/boxscores/202212070CHI.html
"8:00 PM, December 7, 2022",MEM,OKC,57,52,123,102,https://www.basketball-reference.com/boxscores/202212070MEM.html
"8:00 PM, December 7, 2022",MIL,SAC,68,61,126,113,https://www.basketball-reference.com/boxscores/202212070MIL.html
"8:00 PM, December 7, 2022",MIN,IND,63,61,121,115,https://www.basketball-reference.com/boxscores/202212070MIN.html
"8:00 PM, December 7, 2022",NOP,DET,56,43,104,98,https://www.basketball-reference.com/boxscores/202212070NOP.html
"7:30 PM, December 7, 2022",NYK,ATL,53,41,113,89,https://www.basketball-reference.com/boxscores/202212070NYK.html
"7:00 PM, December 7, 2022",ORL,LAC,40,49,116,111,https://www.basketball-reference.com/boxscores/202212070ORL.html
"10:00 PM, December 7, 2022",PHO,BOS,42,69,98,125,https://www.basketball-reference.com/boxscores/202212070PHO.html
"7:30 PM, December 7, 2022",TOR,LAL,70,47,126,113,https://www.basketball-reference.com/boxscores/202212070TOR.html
"9:00 PM, December 7, 2022",UTA,GSW,66,69,124,123,https://www.basketball-reference.com/boxscores/202212070UTA.html
"7:30 PM, December 8, 2022",MIA,LAC,56,54,115,110,https://www.basketball-reference.com/boxscores/202212080MIA.html
"10:00 PM, December 8, 2022",POR,DEN,64,63,120,121,https://www.basketball-reference.com/boxscores/202212080POR.html
"8:30 PM, December 8, 2022",SAS,HOU,51,54,118,109,https://www.basketball-reference.com/boxscores/202212080SAS.html
"7:30 PM, December 9, 2022",BRK,ATL,68,64,120,116,https://www.basketball-reference.com/boxscores/202212090BRK.html
"7:00 PM, December 9, 2022",CHO,NYK,49,55,102,121,https://www.basketball-reference.com/boxscores/202212090CHO.html
"7:30 PM, December 9, 2022",CLE,SAC,49,49,95,106,https://www.basketball-reference.com/boxscores/202212090CLE.html
"10:00 PM, December 9, 2022",DAL,MIL,48,52,105,106,https://www.basketball-reference.com/boxscores/202212090DAL.html
"7:00 PM, December 9, 2022",IND,WAS,69,65,121,111,https://www.basketball-reference.com/boxscores/202212090IND.html
"8:00 PM, December 9, 2022",MEM,DET,61,53,114,103,https://www.basketball-reference.com/boxscores/202212090MEM.html
"8:30 PM, December 9, 2022",NOP,PHO,55,52,128,117,https://www.basketball-reference.com/boxscores/202212090NOP.html
"7:00 PM, December 9, 2022",ORL,TOR,67,63,113,109,https://www.basketball-reference.com/boxscores/202212090ORL.html
"7:30 PM, December 9, 2022",PHI,LAL,61,59,133,122,https://www.basketball-reference.com/boxscores/202212090PHI.html
"9:00 PM, December 9, 2022",UTA,MIN,46,61,108,118,https://www.basketball-reference.com/boxscores/202212090UTA.html
"8:00 PM, December 10, 2022",CHI,DAL,82,53,144,115,https://www.basketball-reference.com/boxscores/202212100CHI.html
"7:30 PM, December 10, 2022",CLE,OKC,59,46,110,102,https://www.basketball-reference.com/boxscores/202212100CLE.html
"9:00 PM, December 10, 2022",DEN,UTA,61,52,115,110,https://www.basketball-reference.com/boxscores/202212100DEN.html
"8:30 PM, December 10, 2022",GSW,BOS,68,63,123,107,https://www.basketball-reference.com/boxscores/202212100GSW.html
"7:00 PM, December 10, 2022",IND,BRK,76,69,133,136,https://www.basketball-reference.com/boxscores/202212100IND.html
"5:00 PM, December 10, 2022",MIA,SAS,57,59,111,115,https://www.basketball-reference.com/boxscores/202212100MIA.html
"10:00 PM, December 10, 2022",POR,MIN,65,66,124,118,https://www.basketball-reference.com/boxscores/202212100POR.html
"7:00 PM, December 10, 2022",WAS,LAC,63,60,107,114,https://www.basketball-reference.com/boxscores/202212100WAS.html
"6:30 PM, December 11, 2022",ATL,CHI,58,50,123,122,https://www.basketball-reference.com/boxscores/202212110ATL.html
"7:00 PM, December 11, 2022",HOU,MIL,50,48,97,92,https://www.basketball-reference.com/boxscores/202212110HOU.html
"3:30 PM, December 11, 2022",NOP,PHO,57,58,129,124,https://www.basketball-reference.com/boxscores/202212110NOP.html
"6:00 PM, December 11, 2022",NYK,SAC,66,50,112,99,https://www.basketball-reference.com/boxscores/202212110NYK.html
"6:00 PM, December 11, 2022",ORL,TOR,47,39,111,99,https://www.basketball-reference.com/boxscores/202212110ORL.html
"6:00 PM, December 11, 2022",PHI,CHO,61,54,131,113,https://www.basketball-reference.com/boxscores/202212110PHI.html
"8:30 PM, December 12, 2022",DAL,OKC,66,52,121,114,https://www.basketball-reference.com/boxscores/202212120DAL.html
"7:00 PM, December 12, 2022",IND,MIA,42,47,82,87,https://www.basketball-reference.com/boxscores/202212120IND.html
"10:30 PM, December 12, 2022",LAC,BOS,56,47,113,93,https://www.basketball-reference.com/boxscores/202212120LAC.html
"8:00 PM, December 12, 2022",MEM,ATL,62,51,128,103,https://www.basketball-reference.com/boxscores/202212120MEM.html
"10:00 PM, December 12, 2022",POR,MIN,70,59,133,112,https://www.basketball-reference.com/boxscores/202212120POR.html
"8:30 PM, December 12, 2022",SAS,CLE,65,49,112,111,https://www.basketball-reference.com/boxscores/202212120SAS.html
"7:00 PM, December 12, 2022",WAS,BRK,55,62,100,112,https://www.basketball-reference.com/boxscores/202212120WAS.html
"8:00 PM, December 13, 2022",HOU,PHO,54,35,111,97,https://www.basketball-reference.com/boxscores/202212130HOU.html
"10:00 PM, December 13, 2022",LAL,BOS,50,65,118,122,https://www.basketball-reference.com/boxscores/202212130LAL.html
"7:30 PM, December 13, 2022",MIL,GSW,64,52,128,111,https://www.basketball-reference.com/boxscores/202212130MIL.html
"7:00 PM, December 13, 2022",PHI,SAC,80,55,123,103,https://www.basketball-reference.com/boxscores/202212130PHI.html
"9:00 PM, December 13, 2022",UTA,NOP,52,45,121,100,https://www.basketball-reference.com/boxscores/202212130UTA.html
"7:30 PM, December 14, 2022",CHI,NYK,55,64,120,128,https://www.basketball-reference.com/boxscores/202212140CHI.html
"7:00 PM, December 14, 2022",CHO,DET,69,73,134,141,https://www.basketball-reference.com/boxscores/202212140CHO.html
"9:00 PM, December 14, 2022",DAL,CLE,41,60,90,105,https://www.basketball-reference.com/boxscores/202212140DAL.html
"9:00 PM, December 14, 2022",DEN,WAS,72,67,141,128,https://www.basketball-reference.com/boxscores/202212140DEN.html
"7:00 PM, December 14, 2022",IND,GSW,74,54,125,119,https://www.basketball-reference.com/boxscores/202212140IND.html
"10:00 PM, December 14, 2022",LAC,MIN,38,43,99,88,https://www.basketball-reference.com/boxscores/202212140LAC.html
"8:00 PM, December 14, 2022",OKC,MIA,52,64,108,110,https://www.basketball-reference.com/boxscores/202212140OKC.html
"7:00 PM, December 14, 2022",ORL,ATL,76,62,135,124,https://www.basketball-reference.com/boxscores/202212140ORL.html
"8:00 PM, December 14, 2022",SAS,POR,57,73,112,128,https://www.basketball-reference.com/boxscores/202212140SAS.html
"7:30 PM, December 14, 2022",TOR,SAC,62,59,123,124,https://www.basketball-reference.com/boxscores/202212140TOR.html
"8:00 PM, December 15, 2022",HOU,MIA,52,66,108,111,https://www.basketball-reference.com/boxscores/202212150HOU.html
"10:30 PM, December 15, 2022",LAC,PHO,37,64,95,111,https://www.basketball-reference.com/boxscores/202212150LAC.html
"8:00 PM, December 15, 2022",MEM,MIL,70,41,142,101,https://www.basketball-reference.com/boxscores/202212150MEM.html
"9:00 PM, December 15, 2022",UTA,NOP,58,62,132,129,https://www.basketball-reference.com/boxscores/202212150UTA.html
"7:30 PM, December 16, 2022",BOS,ORL,54,62,109,117,https://www.basketball-reference.com/boxscores/202212160BOS.html
"8:00 PM, December 16, 2022",CHI,NYK,53,58,91,114,https://www.basketball-reference.com/boxscores/202212160CHI.html
"7:00 PM, December 16, 2022",CHO,ATL,59,75,106,125,https://www.basketball-reference.com/boxscores/202212160CHO.html
"7:30 PM, December 16, 2022",CLE,IND,54,61,118,112,https://www.basketball-reference.com/boxscores/202212160CLE.html
"8:30 PM, December 16, 2022",DAL,POR,72,63,130,110,https://www.basketball-reference.com/boxscores/202212160DAL.html
"7:00 PM, December 16, 2022",DET,SAC,63,55,113,122,https://www.basketball-reference.com/boxscores/202212160DET.html
"10:00 PM, December 16, 2022",LAL,DEN,64,65,126,108,https://www.basketball-reference.com/boxscores/202212160LAL.html
"8:00 PM, December 16, 2022",OKC,MIN,50,63,110,112,https://www.basketball-reference.com/boxscores/202212160OKC.html
"7:30 PM, December 16, 2022",PHI,GSW,55,57,118,106,https://www.basketball-reference.com/boxscores/202212160PHI.html
"7:30 PM, December 16, 2022",TOR,BRK,62,52,116,119,https://www.basketball-reference.com/boxscores/202212160TOR.html
"8:00 PM, December 17, 2022",CLE,DAL,47,49,100,99,https://www.basketball-reference.com/boxscores/202212170CLE.html
"8:00 PM, December 17, 2022",HOU,POR,51,57,95,107,https://www.basketball-reference.com/boxscores/202212170HOU.html
"4:00 PM, December 17, 2022",LAC,WAS,50,57,102,93,https://www.basketball-reference.com/boxscores/202212170LAC.html
"8:00 PM, December 17, 2022",MIL,UTA,56,47,123,97,https://www.basketball-reference.com/boxscores/202212170MIL.html
"8:00 PM, December 17, 2022",OKC,MEM,64,43,115,109,https://www.basketball-reference.com/boxscores/202212170OKC.html
"9:00 PM, December 17, 2022",PHO,NOP,46,63,118,114,https://www.basketball-reference.com/boxscores/202212170PHO.html
"5:00 PM, December 17, 2022",SAS,MIA,55,52,101,111,https://www.basketball-reference.com/boxscores/202212170SAS.html
"3:00 PM, December 18, 2022",BOS,ORL,41,50,92,95,https://www.basketball-reference.com/boxscores/202212180BOS.html
"8:00 PM, December 18, 2022",DEN,CHO,55,52,119,115,https://www.basketball-reference.com/boxscores/202212180DEN.html
"6:00 PM, December 18, 2022",DET,BRK,71,54,121,124,https://www.basketball-reference.com/boxscores/202212180DET.html
"5:00 PM, December 18, 2022",IND,NYK,53,54,106,109,https://www.basketball-reference.com/boxscores/202212180IND.html
"9:30 PM, December 18, 2022",LAL,WAS,66,52,119,117,https://www.basketball-reference.com/boxscores/202212180LAL.html
"7:00 PM, December 18, 2022",MIN,CHI,71,65,150,126,https://www.basketball-reference.com/boxscores/202212180MIN.html
"6:00 PM, December 18, 2022",TOR,GSW,54,68,110,126,https://www.basketball-reference.com/boxscores/202212180TOR.html
"7:30 PM, December 19, 2022",ATL,ORL,68,65,126,125,https://www.basketball-reference.com/boxscores/202212190ATL.html
"7:00 PM, December 19, 2022",CLE,UTA,62,44,122,99,https://www.basketball-reference.com/boxscores/202212190CLE.html
"8:00 PM, December 19, 2022",HOU,SAS,62,60,105,124,https://www.basketball-reference.com/boxscores/202212190HOU.html
"8:00 PM, December 19, 2022",MIN,DAL,57,44,116,106,https://www.basketball-reference.com/boxscores/202212190MIN.html
"8:00 PM, December 19, 2022",NOP,MIL,61,66,119,128,https://www.basketball-reference.com/boxscores/202212190NOP.html
"8:00 PM, December 19, 2022",OKC,POR,61,58,123,121,https://www.basketball-reference.com/boxscores/202212190OKC.html
"7:00 PM, December 19, 2022",PHI,TOR,57,46,104,101,https://www.basketball-reference.com/boxscores/202212190PHI.html
"9:00 PM, December 19, 2022",PHO,LAL,68,44,130,104,https://www.basketball-reference.com/boxscores/202212190PHO.html
"10:00 PM, December 19, 2022",SAC,CHO,63,66,119,125,https://www.basketball-reference.com/boxscores/202212190SAC.html
"10:00 PM, December 20, 2022",DEN,MEM,55,40,105,91,https://www.basketball-reference.com/boxscores/202212200DEN.html
"6:00 PM, December 11, 2022",DET,LAL,49,61,117,124,https://www.basketball-reference.com/boxscores/202212110DET.html
"7:00 PM, December 20, 2022",DET,UTA,60,61,111,126,https://www.basketball-reference.com/boxscores/202212200DET.html
"7:30 PM, December 20, 2022",MIA,CHI,57,52,103,113,https://www.basketball-reference.com/boxscores/202212200MIA.html
"7:30 PM, December 20, 2022",NYK,GSW,69,56,132,94,https://www.basketball-reference.com/boxscores/202212200NYK.html
"9:00 PM, December 20, 2022",PHO,WAS,48,53,110,113,https://www.basketball-reference.com/boxscores/202212200PHO.html
"7:30 PM, December 21, 2022",ATL,CHI,51,61,108,110,https://www.basketball-reference.com/boxscores/202212210ATL.html
"7:30 PM, December 21, 2022",BOS,IND,43,71,112,117,https://www.basketball-reference.com/boxscores/202212210BOS.html
"7:30 PM, December 21, 2022",BRK,GSW,91,51,143,113,https://www.basketball-reference.com/boxscores/202212210BRK.html
"7:00 PM, December 21, 2022",CLE,MIL,60,42,114,106,https://www.basketball-reference.com/boxscores/202212210CLE.html
"8:00 PM, December 21, 2022",HOU,ORL,64,54,110,116,https://www.basketball-reference.com/boxscores/202212210HOU.html
"10:30 PM, December 21, 2022",LAC,CHO,71,40,126,105,https://www.basketball-reference.com/boxscores/202212210LAC.html
"8:00 PM, December 21, 2022",MIN,DAL,52,51,99,104,https://www.basketball-reference.com/boxscores/202212210MIN.html
"7:30 PM, December 21, 2022",NYK,TOR,53,63,106,113,https://www.basketball-reference.com/boxscores/202212210NYK.html
