Game_Date,Home_Team,Away_Team,Halftime_Score_Home,Halftime_Score_Away,Final_Score_Home,Final_Score_Away,Game_URL
"8:00 PM, December 21, 2022",OKC,POR,49,54,101,98,https://www.basketball-reference.com/boxscores/202212210OKC.html
"10:00 PM, December 21, 2022",SAC,LAL,66,58,134,120,https://www.basketball-reference.com/boxscores/202212210SAC.html
"8:00 PM, December 22, 2022",NOP,SAS,65,46,126,117,https://www.basketball-reference.com/boxscores/202212220NOP.html
"9:00 PM, December 22, 2022",UTA,WAS,60,66,120,112,https://www.basketball-reference.com/boxscores/202212220UTA.html
"7:30 PM, December 23, 2022",ATL,DET,60,63,130,105,https://www.basketball-reference.com/boxscores/202212230ATL.html
"7:30 PM, December 23, 2022",BOS,MIN,54,56,121,109,https://www.basketball-reference.com/boxscores/202212230BOS.html
"7:30 PM, December 23, 2022",BRK,MIL,60,47,118,100,https://www.basketball-reference.com/boxscores/202212230BRK.html
"7:30 PM, December 23, 2022",CLE,TOR,53,69,107,118,https://www.basketball-reference.com/boxscores/202212230CLE.html
"9:00 PM, December 23, 2022",DEN,POR,58,64,120,107,https://www.basketball-reference.com/boxscores/202212230DEN.html
"8:00 PM, December 23, 2022",HOU,DAL,50,61,106,112,https://www.basketball-reference.com/boxscores/202212230HOU.html
"10:30 PM, December 23, 2022",LAL,CHO,67,67,130,134,https://www.basketball-reference.com/boxscores/202212230LAL.html
"8:00 PM, December 23, 2022",MIA,IND,58,56,108,111,https://www.basketball-reference.com/boxscores/202212230MIA.html
"7:30 PM, December 23, 2022",NYK,CHI,60,58,117,118,https://www.basketball-reference.com/boxscores/202212230NYK.html
"8:00 PM, December 23, 2022",OKC,NOP,46,64,125,128,https://www.basketball-reference.com/boxscores/202212230OKC.html
"7:00 PM, December 23, 2022",ORL,SAS,61,61,133,113,https://www.basketball-reference.com/boxscores/202212230ORL.html
"7:00 PM, December 23, 2022",PHI,LAC,51,63,119,114,https://www.basketball-reference.com/boxscores/202212230PHI.html
"10:00 PM, December 23, 2022",PHO,MEM,38,59,100,125,https://www.basketball-reference.com/boxscores/202212230PHO.html
"10:00 PM, December 23, 2022",SAC,WAS,50,68,111,125,https://www.basketball-reference.com/boxscores/202212230SAC.html
"5:00 PM, December 25, 2022",BOS,MIL,62,61,139,118,https://www.basketball-reference.com/boxscores/202212250BOS.html
"2:30 PM, December 25, 2022",DAL,LAL,43,54,124,115,https://www.basketball-reference.com/boxscores/202212250DAL.html
"10:30 PM, December 25, 2022",DEN,PHO,51,57,128,125,https://www.basketball-reference.com/boxscores/202212250DEN.html
"8:00 PM, December 25, 2022",GSW,MEM,59,54,123,109,https://www.basketball-reference.com/boxscores/202212250GSW.html
"12:00 PM, December 25, 2022",NYK,PHI,63,60,112,119,https://www.basketball-reference.com/boxscores/202212250NYK.html
"8:00 PM, December 26, 2022",CHI,HOU,65,64,118,133,https://www.basketball-reference.com/boxscores/202212260CHI.html
"7:00 PM, December 26, 2022",CLE,BRK,49,65,117,125,https://www.basketball-reference.com/boxscores/202212260CLE.html
"7:00 PM, December 26, 2022",DET,LAC,61,66,131,142,https://www.basketball-reference.com/boxscores/202212260DET.html
"7:30 PM, December 26, 2022",MIA,MIN,59,56,113,110,https://www.basketball-reference.com/boxscores/202212260MIA.html
"8:00 PM, December 26, 2022",NOP,IND,57,38,113,93,https://www.basketball-reference.com/boxscores/202212260NOP.html
"10:00 PM, December 26, 2022",POR,CHO,61,67,124,113,https://www.basketball-reference.com/boxscores/202212260POR.html
"8:00 PM, December 26, 2022",SAS,UTA,63,56,126,122,https://www.basketball-reference.com/boxscores/202212260SAS.html
"7:30 PM, December 27, 2022",BOS,HOU,56,49,126,102,https://www.basketball-reference.com/boxscores/202212270BOS.html
"8:30 PM, December 27, 2022",DAL,NYK,55,63,126,121,https://www.basketball-reference.com/boxscores/202212270DAL.html
"10:00 PM, December 27, 2022",GSW,CHO,65,52,110,105,https://www.basketball-reference.com/boxscores/202212270GSW.html
"7:30 PM, December 27, 2022",IND,ATL,64,54,129,114,https://www.basketball-reference.com/boxscores/202212270IND.html
"8:00 PM, December 27, 2022",MEM,PHO,49,65,108,125,https://www.basketball-reference.com/boxscores/202212270MEM.html
"8:00 PM, December 27, 2022",OKC,SAS,70,60,130,114,https://www.basketball-reference.com/boxscores/202212270OKC.html
"7:00 PM, December 27, 2022",ORL,LAL,55,65,110,129,https://www.basketball-reference.com/boxscores/202212270ORL.html
"10:00 PM, December 27, 2022",SAC,DEN,56,47,106,113,https://www.basketball-reference.com/boxscores/202212270SAC.html
"7:30 PM, December 27, 2022",TOR,LAC,56,60,113,124,https://www.basketball-reference.com/boxscores/202212270TOR.html
"7:00 PM, December 27, 2022",WAS,PHI,67,56,116,111,https://www.basketball-reference.com/boxscores/202212270WAS.html
"7:30 PM, December 28, 2022",ATL,BRK,63,56,107,108,https://www.basketball-reference.com/boxscores/202212280ATL.html
"8:00 PM, December 28, 2022",CHI,MIL,57,55,119,113,https://www.basketball-reference.com/boxscores/202212280CHI.html
"7:00 PM, December 28, 2022",DET,ORL,66,47,121,101,https://www.basketball-reference.com/boxscores/202212280DET.html
"10:00 PM, December 28, 2022",GSW,UTA,54,59,112,107,https://www.basketball-reference.com/boxscores/202212280GSW.html
"7:30 PM, December 28, 2022",MIA,LAL,61,52,112,98,https://www.basketball-reference.com/boxscores/202212280MIA.html
"8:00 PM, December 28, 2022",NOP,MIN,49,55,119,118,https://www.basketball-reference.com/boxscores/202212280NOP.html
"10:00 PM, December 28, 2022",SAC,DEN,62,75,127,126,https://www.basketball-reference.com/boxscores/202212280SAC.html
"7:00 PM, December 28, 2022",WAS,PHO,64,55,127,102,https://www.basketball-reference.com/boxscores/202212280WAS.html
"7:30 PM, December 29, 2022",BOS,LAC,60,49,116,110,https://www.basketball-reference.com/boxscores/202212290BOS.html
"7:00 PM, December 29, 2022",CHO,OKC,57,60,121,113,https://www.basketball-reference.com/boxscores/202212290CHO.html
"8:30 PM, December 29, 2022",DAL,HOU,65,51,129,114,https://www.basketball-reference.com/boxscores/202212290DAL.html
"7:00 PM, December 29, 2022",IND,CLE,64,68,135,126,https://www.basketball-reference.com/boxscores/202212290IND.html
"8:00 PM, December 29, 2022",SAS,NYK,64,53,122,115,https://www.basketball-reference.com/boxscores/202212290SAS.html
"7:30 PM, December 29, 2022",TOR,MEM,43,57,106,119,https://www.basketball-reference.com/boxscores/202212290TOR.html
"7:30 PM, December 30, 2022",ATL,LAL,67,62,121,130,https://www.basketball-reference.com/boxscores/202212300ATL.html
"8:00 PM, December 30, 2022",CHI,DET,60,58,132,118,https://www.basketball-reference.com/boxscores/202212300CHI.html
"9:00 PM, December 30, 2022",DEN,MIA,60,57,124,119,https://www.basketball-reference.com/boxscores/202212300DEN.html
"10:00 PM, December 30, 2022",GSW,POR,60,56,118,112,https://www.basketball-reference.com/boxscores/202212300GSW.html
"8:00 PM, December 30, 2022",MIL,MIN,50,61,123,114,https://www.basketball-reference.com/boxscores/202212300MIL.html
"8:30 PM, December 30, 2022",NOP,PHI,67,60,127,116,https://www.basketball-reference.com/boxscores/202212300NOP.html
"7:00 PM, December 30, 2022",ORL,WAS,47,56,100,119,https://www.basketball-reference.com/boxscores/202212300ORL.html
"10:00 PM, December 30, 2022",SAC,UTA,60,57,126,125,https://www.basketball-reference.com/boxscores/202212300SAC.html
"7:30 PM, December 30, 2022",TOR,PHO,53,51,113,104,https://www.basketball-reference.com/boxscores/202212300TOR.html
"7:00 PM, December 31, 2022",CHI,CLE,55,60,102,103,https://www.basketball-reference.com/boxscores/202212310CHI.html
"7:00 PM, December 31, 2022",CHO,BRK,49,61,106,123,https://www.basketball-reference.com/boxscores/202212310CHO.html
"7:00 PM, December 31, 2022",HOU,NYK,49,53,88,108,https://www.basketball-reference.com/boxscores/202212310HOU.html
"3:00 PM, December 31, 2022",IND,LAC,62,55,131,130,https://www.basketball-reference.com/boxscores/202212310IND.html
"8:00 PM, December 31, 2022",MEM,NOP,53,50,116,101,https://www.basketball-reference.com/boxscores/202212310MEM.html
"8:00 PM, December 31, 2022",MIN,DET,64,50,104,116,https://www.basketball-reference.com/boxscores/202212310MIN.html
"8:00 PM, December 31, 2022",OKC,PHI,43,69,96,115,https://www.basketball-reference.com/boxscores/202212310OKC.html
"7:00 PM, December 31, 2022",SAS,DAL,64,68,125,126,https://www.basketball-reference.com/boxscores/202212310SAS.html
"9:00 PM, December 31, 2022",UTA,MIA,63,69,123,126,https://www.basketball-reference.com/boxscores/202212310UTA.html
"8:00 PM, January 1, 2023",DEN,BOS,62,54,123,111,https://www.basketball-reference.com/boxscores/202301010DEN.html
"8:00 PM, January 1, 2023",MEM,SAC,59,58,118,108,https://www.basketball-reference.com/boxscores/202301010MEM.html
"8:00 PM, January 1, 2023",MIL,WAS,50,68,95,118,https://www.basketball-reference.com/boxscores/202301010MIL.html
"7:30 PM, January 2, 2023",BRK,SAS,74,47,139,103,https://www.basketball-reference.com/boxscores/202301020BRK.html
"7:00 PM, January 2, 2023",CHO,LAL,45,60,115,121,https://www.basketball-reference.com/boxscores/202301020CHO.html
"7:00 PM, January 2, 2023",CLE,CHI,47,65,145,134,https://www.basketball-reference.com/boxscores/202301020CLE.html
"10:00 PM, January 2, 2023",GSW,ATL,70,53,143,141,https://www.basketball-reference.com/boxscores/202301020GSW.html
"8:00 PM, January 2, 2023",HOU,DAL,55,44,106,111,https://www.basketball-reference.com/boxscores/202301020HOU.html
"7:00 PM, January 2, 2023",IND,TOR,66,57,122,114,https://www.basketball-reference.com/boxscores/202301020IND.html
"10:30 PM, January 2, 2023",LAC,MIA,49,67,100,110,https://www.basketball-reference.com/boxscores/202301020LAC.html
"3:00 PM, January 2, 2023",NYK,PHO,54,31,102,83,https://www.basketball-reference.com/boxscores/202301020NYK.html
"7:00 PM, January 2, 2023",PHI,NOP,57,52,120,111,https://www.basketball-reference.com/boxscores/202301020PHI.html
"10:00 PM, January 2, 2023",POR,DET,61,52,135,106,https://www.basketball-reference.com/boxscores/202301020POR.html
"8:00 PM, January 3, 2023",MIL,WAS,61,49,123,113,https://www.basketball-reference.com/boxscores/202301030MIL.html
"8:00 PM, January 3, 2023",OKC,BOS,74,54,150,117,https://www.basketball-reference.com/boxscores/202301030OKC.html
"9:00 PM, January 3, 2023",UTA,SAC,51,60,115,117,https://www.basketball-reference.com/boxscores/202301030UTA.html
"8:00 PM, January 4, 2023",CHI,BRK,69,59,121,112,https://www.basketball-reference.com/boxscores/202301040CHI.html
"7:00 PM, January 4, 2023",CHO,MEM,47,76,107,131,https://www.basketball-reference.com/boxscores/202301040CHO.html
"7:00 PM, January 4, 2023",CLE,PHO,33,43,90,88,https://www.basketball-reference.com/boxscores/202301040CLE.html
"10:00 PM, January 4, 2023",GSW,DET,56,60,119,122,https://www.basketball-reference.com/boxscores/202301040GSW.html
"10:00 PM, January 4, 2023",LAL,MIA,52,48,112,109,https://www.basketball-reference.com/boxscores/202301040LAL.html
"8:00 PM, January 4, 2023",MIN,POR,60,53,113,106,https://www.basketball-reference.com/boxscores/202301040MIN.html
"8:00 PM, January 4, 2023",NOP,HOU,75,52,119,108,https://www.basketball-reference.com/boxscores/202301040NOP.html
"7:30 PM, January 4, 2023",NYK,SAS,62,55,117,114,https://www.basketball-reference.com/boxscores/202301040NYK.html
"7:00 PM, January 4, 2023",ORL,OKC,70,53,126,115,https://www.basketball-reference.com/boxscores/202301040ORL.html
"7:00 PM, January 4, 2023",PHI,IND,66,61,129,126,https://www.basketball-reference.com/boxscores/202301040PHI.html
"10:00 PM, January 4, 2023",SAC,ATL,58,61,117,120,https://www.basketball-reference.com/boxscores/202301040SAC.html
"7:30 PM, January 4, 2023",TOR,MIL,38,39,101,104,https://www.basketball-reference.com/boxscores/202301040TOR.html
"7:30 PM, January 5, 2023",DAL,BOS,46,64,95,124,https://www.basketball-reference.com/boxscores/202301050DAL.html
"10:00 PM, January 5, 2023",DEN,LAC,66,32,122,91,https://www.basketball-reference.com/boxscores/202301050DEN.html
"8:00 PM, January 5, 2023",HOU,UTA,56,64,114,131,https://www.basketball-reference.com/boxscores/202301050HOU.html
"7:00 PM, January 5, 2023",ORL,MEM,43,65,115,123,https://www.basketball-reference.com/boxscores/202301050ORL.html
"9:00 PM, January 6, 2023",DEN,CLE,62,58,121,108,https://www.basketball-reference.com/boxscores/202301060DEN.html
"7:00 PM, January 6, 2023",IND,POR,54,55,108,99,https://www.basketball-reference.com/boxscores/202301060IND.html
"10:30 PM, January 6, 2023",LAL,ATL,70,49,130,114,https://www.basketball-reference.com/boxscores/202301060LAL.html
"8:00 PM, January 6, 2023",MIL,CHO,60,84,109,138,https://www.basketball-reference.com/boxscores/202301060MIL.html
"9:00 PM, January 6, 2023",MIN,LAC,68,54,128,115,https://www.basketball-reference.com/boxscores/202301060MIN.html
"7:30 PM, January 6, 2023",NOP,BRK,64,53,102,108,https://www.basketball-reference.com/boxscores/202301060NOP.html
"8:00 PM, January 6, 2023",OKC,WAS,68,42,127,110,https://www.basketball-reference.com/boxscores/202301060OKC.html
"7:00 PM, January 6, 2023",PHI,CHI,55,59,112,126,https://www.basketball-reference.com/boxscores/202301060PHI.html
"10:00 PM, January 6, 2023",PHO,MIA,46,51,96,104,https://www.basketball-reference.com/boxscores/202301060PHO.html
"8:00 PM, January 6, 2023",SAS,DET,51,48,121,109,https://www.basketball-reference.com/boxscores/202301060SAS.html
"7:30 PM, January 6, 2023",TOR,NYK,47,57,108,112,https://www.basketball-reference.com/boxscores/202301060TOR.html
"8:00 PM, January 7, 2023",CHI,UTA,53,49,126,118,https://www.basketball-reference.com/boxscores/202301070CHI.html
"8:00 PM, January 7, 2023",DAL,NOP,63,46,127,117,https://www.basketball-reference.com/boxscores/202301070DAL.html
"8:30 PM, January 7, 2023",GSW,ORL,59,62,101,115,https://www.basketball-reference.com/boxscores/202301070GSW.html
"10:00 PM, January 7, 2023",SAC,LAL,73,73,134,136,https://www.basketball-reference.com/boxscores/202301070SAC.html
"6:00 PM, January 7, 2023",SAS,BOS,57,68,116,121,https://www.basketball-reference.com/boxscores/202301070SAS.html
"3:00 PM, January 8, 2023",DET,PHI,54,71,111,123,https://www.basketball-reference.com/boxscores/202301080DET.html
"7:00 PM, January 8, 2023",HOU,MIN,62,58,96,104,https://www.basketball-reference.com/boxscores/202301080HOU.html
"5:00 PM, January 8, 2023",IND,CHO,47,45,116,111,https://www.basketball-reference.com/boxscores/202301080IND.html
"9:00 PM, January 8, 2023",LAC,ATL,52,66,108,112,https://www.basketball-reference.com/boxscores/202301080LAC.html
"6:00 PM, January 8, 2023",MEM,UTA,66,52,123,118,https://www.basketball-reference.com/boxscores/202301080MEM.html
"6:00 PM, January 8, 2023",MIA,BRK,64,66,101,102,https://www.basketball-reference.com/boxscores/202301080MIA.html
"7:00 PM, January 8, 2023",OKC,DAL,69,55,120,109,https://www.basketball-reference.com/boxscores/202301080OKC.html
"8:00 PM, January 8, 2023",PHO,CLE,54,57,98,112,https://www.basketball-reference.com/boxscores/202301080PHO.html
"3:30 PM, January 8, 2023",TOR,POR,58,53,117,105,https://www.basketball-reference.com/boxscores/202301080TOR.html
"7:30 PM, January 9, 2023",BOS,CHI,59,50,107,99,https://www.basketball-reference.com/boxscores/202301090BOS.html
"9:00 PM, January 9, 2023",DEN,LAL,62,48,122,109,https://www.basketball-reference.com/boxscores/202301090DEN.html
"8:00 PM, January 9, 2023",MEM,SAS,72,61,121,113,https://www.basketball-reference.com/boxscores/202301090MEM.html
"7:30 PM, January 9, 2023",NYK,MIL,51,46,107,111,https://www.basketball-reference.com/boxscores/202301090NYK.html
"10:00 PM, January 9, 2023",SAC,ORL,72,52,136,111,https://www.basketball-reference.com/boxscores/202301090SAC.html
"7:00 PM, January 9, 2023",WAS,NOP,56,68,112,132,https://www.basketball-reference.com/boxscores/202301090WAS.html
"10:00 PM, January 10, 2023",GSW,PHO,45,59,113,125,https://www.basketball-reference.com/boxscores/202301100GSW.html
"10:30 PM, January 10, 2023",LAC,DAL,69,47,113,101,https://www.basketball-reference.com/boxscores/202301100LAC.html
"7:30 PM, January 10, 2023",MIA,OKC,63,56,112,111,https://www.basketball-reference.com/boxscores/202301100MIA.html
"7:00 PM, January 10, 2023",PHI,DET,65,43,147,116,https://www.basketball-reference.com/boxscores/202301100PHI.html
"10:00 PM, January 10, 2023",POR,ORL,50,50,106,109,https://www.basketball-reference.com/boxscores/202301100POR.html
"7:30 PM, January 10, 2023",TOR,CHO,72,66,132,120,https://www.basketball-reference.com/boxscores/202301100TOR.html
"9:00 PM, January 10, 2023",UTA,CLE,55,55,116,114,https://www.basketball-reference.com/boxscores/202301100UTA.html
"7:30 PM, January 11, 2023",ATL,MIL,46,67,105,114,https://www.basketball-reference.com/boxscores/202301110ATL.html
"7:30 PM, January 11, 2023",BOS,NOP,64,58,125,114,https://www.basketball-reference.com/boxscores/202301110BOS.html
"10:00 PM, January 11, 2023",DEN,PHO,70,54,126,97,https://www.basketball-reference.com/boxscores/202301110DEN.html
"7:00 PM, January 11, 2023",DET,MIN,65,64,135,118,https://www.basketball-reference.com/boxscores/202301110DET.html
"8:00 PM, January 11, 2023",MEM,SAS,76,62,135,129,https://www.basketball-reference.com/boxscores/202301110MEM.html
"7:30 PM, January 11, 2023",NYK,IND,62,41,119,113,https://www.basketball-reference.com/boxscores/202301110NYK.html
"10:00 PM, January 11, 2023",SAC,HOU,67,62,135,115,https://www.basketball-reference.com/boxscores/202301110SAC.html
"7:00 PM, January 11, 2023",WAS,CHI,46,59,100,97,https://www.basketball-reference.com/boxscores/202301110WAS.html
"7:30 PM, January 12, 2023",BRK,BOS,57,60,98,109,https://www.basketball-reference.com/boxscores/202301120BRK.html
"10:00 PM, January 12, 2023",LAL,DAL,48,59,115,119,https://www.basketball-reference.com/boxscores/202301120LAL.html
"7:30 PM, January 12, 2023",MIA,MIL,45,45,108,102,https://www.basketball-reference.com/boxscores/202301120MIA.html
"7:00 PM, January 12, 2023",PHI,OKC,57,67,114,133,https://www.basketball-reference.com/boxscores/202301120PHI.html
"10:00 PM, January 12, 2023",POR,CLE,58,51,113,119,https://www.basketball-reference.com/boxscores/202301120POR.html
"7:30 PM, January 12, 2023",TOR,CHO,69,55,124,114,https://www.basketball-reference.com/boxscores/202301120TOR.html
"8:00 PM, January 13, 2023",CHI,OKC,58,72,110,124,https://www.basketball-reference.com/boxscores/202301130CHI.html
"7:00 PM, January 13, 2023",DET,NOP,50,59,110,116,https://www.basketball-reference.com/boxscores/202301130DET.html
"7:00 PM, January 13, 2023",IND,ATL,58,55,111,113,https://www.basketball-reference.com/boxscores/202301130IND.html
"10:00 PM, January 13, 2023",LAC,DEN,58,57,103,115,https://www.basketball-reference.com/boxscores/202301130LAC.html
"8:00 PM, January 13, 2023",MIN,PHO,64,49,121,116,https://www.basketball-reference.com/boxscores/202301130MIN.html
"10:00 PM, January 13, 2023",SAC,HOU,69,66,139,114,https://www.basketball-reference.com/boxscores/202301130SAC.html
"7:30 PM, January 13, 2023",SAS,GSW,60,74,113,144,https://www.basketball-reference.com/boxscores/202301130SAS.html
"9:00 PM, January 13, 2023",UTA,ORL,61,56,112,108,https://www.basketball-reference.com/boxscores/202301130UTA.html
"7:00 PM, January 13, 2023",WAS,NYK,53,50,108,112,https://www.basketball-reference.com/boxscores/202301130WAS.html
"7:00 PM, January 14, 2023",CHO,BOS,66,62,106,122,https://www.basketball-reference.com/boxscores/202301140CHO.html
"7:00 PM, January 14, 2023",IND,MEM,52,68,112,130,https://www.basketball-reference.com/boxscores/202301140IND.html
"1:00 PM, January 14, 2023",MIA,MIL,53,45,111,95,https://www.basketball-reference.com/boxscores/202301140MIA.html
"8:00 PM, January 14, 2023",MIN,CLE,49,54,110,102,https://www.basketball-reference.com/boxscores/202301140MIN.html
"10:00 PM, January 14, 2023",POR,DAL,71,56,136,119,https://www.basketball-reference.com/boxscores/202301140POR.html
"7:30 PM, January 14, 2023",TOR,ATL,57,69,103,114,https://www.basketball-reference.com/boxscores/202301140TOR.html
"9:00 PM, January 14, 2023",UTA,PHI,56,66,117,118,https://www.basketball-reference.com/boxscores/202301140UTA.html
"6:00 PM, January 15, 2023",BRK,OKC,50,48,102,112,https://www.basketball-reference.com/boxscores/202301150BRK.html
"3:30 PM, January 15, 2023",CHI,GSW,59,62,132,118,https://www.basketball-reference.com/boxscores/202301150CHI.html
"8:00 PM, January 15, 2023",DEN,ORL,69,54,119,116,https://www.basketball-reference.com/boxscores/202301150DEN.html
"1:00 PM, January 15, 2023",DET,NYK,55,62,104,117,https://www.basketball-reference.com/boxscores/202301150DET.html
"3:00 PM, January 15, 2023",LAC,HOU,62,63,121,100,https://www.basketball-reference.com/boxscores/202301150LAC.html
"9:30 PM, January 15, 2023",LAL,PHI,58,57,112,113,https://www.basketball-reference.com/boxscores/202301150LAL.html
"9:00 PM, January 15, 2023",POR,DAL,61,54,140,123,https://www.basketball-reference.com/boxscores/202301150POR.html
"7:00 PM, January 15, 2023",SAS,SAC,64,63,119,132,https://www.basketball-reference.com/boxscores/202301150SAS.html
"3:30 PM, January 16, 2023",ATL,MIA,70,50,121,113,https://www.basketball-reference.com/boxscores/202301160ATL.html
"1:00 PM, January 16, 2023",CHO,BOS,55,66,118,130,https://www.basketball-reference.com/boxscores/202301160CHO.html
"3:00 PM, January 16, 2023",CLE,NOP,47,50,113,103,https://www.basketball-reference.com/boxscores/202301160CLE.html
"10:30 PM, January 16, 2023",LAL,HOU,73,61,140,132,https://www.basketball-reference.com/boxscores/202301160LAL.html
"6:00 PM, January 16, 2023",MEM,PHO,68,65,136,106,https://www.basketball-reference.com/boxscores/202301160MEM.html
"2:30 PM, January 16, 2023",MIL,IND,65,76,132,119,https://www.basketball-reference.com/boxscores/202301160MIL.html
"4:00 PM, January 16, 2023",MIN,UTA,58,52,125,126,https://www.basketball-reference.com/boxscores/202301160MIN.html
"3:00 PM, January 16, 2023",NYK,TOR,59,56,121,123,https://www.basketball-reference.com/boxscores/202301160NYK.html
"3:00 PM, January 16, 2023",WAS,GSW,64,69,118,127,https://www.basketball-reference.com/boxscores/202301160WAS.html
"9:00 PM, January 17, 2023",DEN,POR,73,67,122,113,https://www.basketball-reference.com/boxscores/202301170DEN.html
"10:00 PM, January 17, 2023",LAC,PHI,52,63,110,120,https://www.basketball-reference.com/boxscores/202301170LAC.html
"7:30 PM, January 17, 2023",MIL,TOR,67,74,130,122,https://www.basketball-reference.com/boxscores/202301170MIL.html
"8:00 PM, January 17, 2023",SAS,BRK,51,51,106,98,https://www.basketball-reference.com/boxscores/202301170SAS.html
"7:30 PM, January 18, 2023",DAL,ATL,62,65,122,130,https://www.basketball-reference.com/boxscores/202301180DAL.html
"10:00 PM, January 18, 2023",DEN,MIN,55,60,122,118,https://www.basketball-reference.com/boxscores/202301180DEN.html
"8:00 PM, January 18, 2023",HOU,CHO,60,53,117,122,https://www.basketball-reference.com/boxscores/202301180HOU.html
"10:30 PM, January 18, 2023",LAL,SAC,60,61,111,116,https://www.basketball-reference.com/boxscores/202301180LAL.html
"8:00 PM, January 18, 2023",MEM,CLE,68,61,115,114,https://www.basketball-reference.com/boxscores/202301180MEM.html
"8:00 PM, January 18, 2023",NOP,MIA,51,70,98,124,https://www.basketball-reference.com/boxscores/202301180NOP.html
"7:30 PM, January 18, 2023",NYK,WAS,48,56,105,116,https://www.basketball-reference.com/boxscores/202301180NYK.html
"8:00 PM, January 18, 2023",OKC,IND,58,44,126,106,https://www.basketball-reference.com/boxscores/202301180OKC.html
"9:00 PM, January 18, 2023",UTA,LAC,68,56,126,103,https://www.basketball-reference.com/boxscores/202301180UTA.html
"7:30 PM, January 19, 2023",BOS,GSW,54,55,121,118,https://www.basketball-reference.com/boxscores/202301190BOS.html
"3:00 PM, January 19, 2023",DET,CHI,56,65,108,126,https://www.basketball-reference.com/boxscores/202301190DET.html
"8:00 PM, January 19, 2023",MIN,TOR,66,76,128,126,https://www.basketball-reference.com/boxscores/202301190MIN.html
"10:00 PM, January 19, 2023",PHO,BRK,65,51,117,112,https://www.basketball-reference.com/boxscores/202301190PHO.html
"10:00 PM, January 19, 2023",POR,PHI,34,57,95,105,https://www.basketball-reference.com/boxscores/202301190POR.html
"7:30 PM, January 20, 2023",ATL,NYK,68,71,139,124,https://www.basketball-reference.com/boxscores/202301200ATL.html
"7:30 PM, January 20, 2023",CLE,GSW,59,64,114,120,https://www.basketball-reference.com/boxscores/202301200CLE.html
"7:30 PM, January 20, 2023",DAL,MIA,60,51,115,90,https://www.basketball-reference.com/boxscores/202301200DAL.html
"9:00 PM, January 20, 2023",DEN,IND,61,53,134,111,https://www.basketball-reference.com/boxscores/202301200DEN.html
"10:00 PM, January 20, 2023",LAL,MEM,49,53,122,121,https://www.basketball-reference.com/boxscores/202301200LAL.html
"7:00 PM, January 20, 2023",ORL,NOP,56,60,123,110,https://www.basketball-reference.com/boxscores/202301200ORL.html
"10:00 PM, January 20, 2023",SAC,OKC,59,66,118,113,https://www.basketball-reference.com/boxscores/202301200SAC.html
"8:00 PM, January 20, 2023",SAS,LAC,72,65,126,131,https://www.basketball-reference.com/boxscores/202301200SAS.html
"9:00 PM, January 20, 2023",UTA,BRK,55,51,106,117,https://www.basketball-reference.com/boxscores/202301200UTA.html
"7:30 PM, January 21, 2023",ATL,CHO,65,49,118,122,https://www.basketball-reference.com/boxscores/202301210ATL.html
"7:30 PM, January 21, 2023",CLE,MIL,50,47,114,102,https://www.basketball-reference.com/boxscores/202301210CLE.html
"8:00 PM, January 21, 2023",MIN,HOU,50,52,113,104,https://www.basketball-reference.com/boxscores/202301210MIN.html
"9:00 PM, January 21, 2023",PHO,IND,59,57,112,107,https://www.basketball-reference.com/boxscores/202301210PHO.html
"10:00 PM, January 21, 2023",SAC,PHI,74,64,127,129,https://www.basketball-reference.com/boxscores/202301210SAC.html
"5:00 PM, January 21, 2023",TOR,BOS,57,50,104,106,https://www.basketball-reference.com/boxscores/202301210TOR.html
"7:00 PM, January 21, 2023",WAS,ORL,70,57,138,118,https://www.basketball-reference.com/boxscores/202301210WAS.html
"2:30 PM, January 22, 2023",DAL,LAC,54,49,98,112,https://www.basketball-reference.com/boxscores/202301220DAL.html
"8:00 PM, January 22, 2023",DEN,OKC,47,52,99,101,https://www.basketball-reference.com/boxscores/202301220DEN.html
"8:30 PM, January 22, 2023",GSW,BRK,72,60,116,120,https://www.basketball-reference.com/boxscores/202301220GSW.html
"3:30 PM, January 22, 2023",MIA,NOP,41,47,100,96,https://www.basketball-reference.com/boxscores/202301220MIA.html
"8:00 PM, January 22, 2023",PHO,MEM,62,37,112,110,https://www.basketball-reference.com/boxscores/202301220PHO.html
"9:00 PM, January 22, 2023",POR,LAL,71,46,112,121,https://www.basketball-reference.com/boxscores/202301220POR.html
"6:00 PM, January 22, 2023",TOR,NYK,62,53,125,116,https://www.basketball-reference.com/boxscores/202301220TOR.html
"8:00 PM, January 23, 2023",CHI,ATL,57,48,111,100,https://www.basketball-reference.com/boxscores/202301230CHI.html
"7:00 PM, January 23, 2023",DET,MIL,55,83,130,150,https://www.basketball-reference.com/boxscores/202301230DET.html
"8:00 PM, January 23, 2023",HOU,MIN,56,56,119,114,https://www.basketball-reference.com/boxscores/202301230HOU.html
"7:00 PM, January 23, 2023",ORL,BOS,55,54,113,98,https://www.basketball-reference.com/boxscores/202301230ORL.html
"10:00 PM, January 23, 2023",POR,SAS,74,74,147,127,https://www.basketball-reference.com/boxscores/202301230POR.html
"10:30 PM, January 23, 2023",SAC,MEM,66,61,133,100,https://www.basketball-reference.com/boxscores/202301230SAC.html
"9:00 PM, January 23, 2023",UTA,CHO,58,45,120,102,https://www.basketball-reference.com/boxscores/202301230UTA.html
